UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,PEO7ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL1A,LEVEL1B,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,NONCRDT1,NONCRDT2,NONCRDT3,NONCRDT4,NONCRDT5,NONCRDT6,NONCRDT7,NONCRDT8,NONCRDT9,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO521,SLO53,SLO6,SLO7,SLOA,SLO8,SLO81,SLO82,SLO83,SLOB,SLO9,YRSCOLL,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,PRMPGM,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 
218061,0,1,0,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",1539,2,"A",.,"R",8230,"R",0,"A",.,"R",41,"R",41,1,1,0,0,0,0,0,2,-2,1,139,1,139,1,139
218070,0,1,0,0,0,0,0,3,-2,-2,-2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",21.77 ,2,2,1,"R",2407,2,"A",.,"R",7834,"R",6482,"A",.,"R",0,"R",55,1,1,0,0,0,0,0,1,131,1,131,2,-2,1,131
218113,1,1,0,0,0,0,1,1,2,0,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218140,1,1,-2,1,1,0,0,1,2,5,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",30,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218159,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
218195,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
218229,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",5.15 ,2,1,1,"R",1755,2,"A",.,"R",6300,"R",4400,"A",.,"R",0,"R",0,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157
218238,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",705,2,"A",.,"R",5477,"R",5168,"A",.,"R",0,"R",0,1,1,0,0,0,0,0,1,160,1,139,1,139,1,139
218335,0,1,1,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,2,1,1,2,1,1,1,-2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"R",81,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218353,1,1,-2,1,1,0,1,1,2,0,-2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,"R",5.19 ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",35,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218399,0,1,0,0,0,0,0,4,-2,-2,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,2,2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,2,1,"R",834,1,"R",19,"R",3224,"R",3940,"A",.,"R",20,"A",.,1,0,1,0,0,0,0,2,-2,1,377,1,377,1,377
218414,0,1,0,0,0,0,0,4,-2,-2,39,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,1,"R",981,1,"R",19,"R",6300,"R",5700,"A",.,"R",0,"R",0,1,1,0,0,0,0,0,1,160,1,160,1,160,1,160
218441,0,1,0,0,0,0,0,4,-2,-2,75,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",5.00 ,2,2,1,"R",1250,1,"R",20,"R",5200,"R",5800,"A",.,"R",35,"R",30,1,1,0,0,0,0,0,1,146,1,139,1,139,1,139
218487,1,1,-2,0,1,0,0,1,2,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218520,1,1,-2,0,1,0,1,1,2,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218539,0,1,0,0,0,0,0,4,-2,-2,66,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,1,0,1,0,0,2,2,"R",9.46 ,2,2,1,"R",984,2,"A",.,"R",5500,"R",5800,"A",.,"R",0,"R",179,1,1,0,0,0,0,0,1,129,1,106,1,106,1,106
218645,0,1,0,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",986,1,"R",99,"R",5316,"R",3060,"A",.,"R",45,"R",45,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157
218654,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,0,0,1,1,1,1,0,2,2,"R",4.45 ,2,1,1,"R",1061,1,"R",15,"R",5480,"R",3242,"A",.,"R",40,"R",40,1,1,0,0,0,0,0,2,-2,2,-2,1,157,1,157
218663,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",7.75 ,2,1,1,"R",9377,1,"R",99,"R",7360,"R",4420,"A",.,"R",65,"R",50,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130
218672,0,1,-2,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",40,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218681,0,1,-2,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",40,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218690,0,1,-2,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",40,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218706,0,1,-2,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",40,"A",.,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2
218724,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",4.00 ,2,1,1,"R",4731,2,"A",.,"R",5660,"R",4300,"A",.,"R",45,"R",45,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134
218733,0,1,1,0,0,0,0,1,2,0,-2,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",5.64 ,2,1,1,"R",1454,1,"R",21,"R",6600,"R",3290,"A",.,"R",25,"R",25,1,1,0,0,0,0,0,1,121,1,121,2,-2,1,121
218742,0,1,0,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",1055,1,"R",19,"R",5810,"R",3710,"A",.,"R",45,"R",45,1,1,0,0,0,0,0,2,-2,1,106,1,106,1,106
218751,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,1,1,-2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,-2,-2,-2,1,0,0,1,0,-2,1,0,2,-2,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218821,0,1,0,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,"R",5.38 ,2,2,1,"R",601,1,"R",99,"R",7080,"R",4540,"A",.,"R",0,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
218830,1,1,-2,1,1,0,1,1,2,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,"R",3.77 ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218858,1,1,-2,0,1,0,0,1,2,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218885,1,1,-2,1,0,0,1,1,2,5,-2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",30,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218894,1,1,-2,0,0,0,1,1,2,9,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,"R",5.69 ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218919,0,1,0,0,0,0,0,4,-2,-2,73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",33.00 ,2,2,1,"R",538,1,"R",19,"R",3676,"R",3670,"A",.,"R",25,"R",25,1,0,1,0,0,0,1,2,-2,1,377,1,377,1,377
218955,1,1,-2,0,0,0,0,1,2,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,"A",. ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
218964,0,1,1,0,0,0,0,1,2,0,-2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",8.91 ,2,1,1,"R",1739,1,"R",80,"R",6454,"R",4034,"A",.,"R",50,"R",50,1,1,0,0,0,0,0,2,-2,1,106,1,106,1,106
218973,0,1,0,0,0,0,0,4,-2,-2,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,2,1,2,2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,"R",12.00 ,2,2,1,"R",1644,1,"R",21,"R",8245,"R",6190,"A",.,"R",0,"A",.,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131
218991,1,1,-2,1,0,0,1,1,2,0,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,"R",5.00 ,2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
219000,0,1,0,0,0,0,0,4,-2,-2,39,0,0,0,0,0,0,1,0,1,1,0,0,1,0,4,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,2,2,"R",5.00 ,2,2,1,"R",1349,1,"R",21,"R",4048,"R",5100,"A",.,"R",0,"R",60,1,1,0,0,0,0,0,1,155,1,155,1,155,1,155
219037,1,1,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
219046,0,1,0,0,1,0,0,1,2,0,-2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,1,1,"R",826,2,"A",.,"R",3680,"R",3848,"A",.,"R",20,"R",35,1,1,0,0,0,0,0,1,159,1,159,2,-2,1,159
219082,0,1,0,0,0,0,1,1,2,0,-2,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",6.40 ,2,1,1,"R",934,2,"A",.,"R",4322,"R",3142,"A",.,"R",20,"R",35,1,0,1,0,0,0,0,1,373,1,373,1,373,1,373
219091,0,1,1,0,1,0,0,4,-2,-2,71,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,2,1,1,0,1,1,0,1,1,1,1,0,2,2,"R",6.00 ,2,2,1,"R",520,2,"A",.,"R",3350,"R",4300,"A",.,"R",0,"R",0,1,0,1,0,0,0,0,1,311,1,311,1,311,1,311
219125,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",25,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
219143,1,1,-2,0,0,0,0,1,4,0,-2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,"R",4.20 ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",25,"A",.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
